name,count,gender,probability,IPA,IPA_stress,n_syllables
Rose,857.0,female,0.99,'roʊz,1,1.0
Hayley,856.0,female,1.0,'heɪ liː,10,2.0
Claudio,854.0,male,1.0,'klɔː diː `oʊ,101,3.0
Pierre,852.0,male,0.99,piː 'ɛr,01,2.0
Miriam,851.0,female,1.0,'mɪ riː əm,100,3.0
Guillermo,850.0,male,1.0,gwɪl 'jɛr moʊ,010,3.0
Lindsey,849.0,female,0.98,'lɪnd ziː,10,2.0
Morgan,847.0,female,0.64,'mɔːr gən,10,2.0
Todd,847.0,male,1.0,'tɑd,1,1.0
Marcela,844.0,female,0.99,mɑr 'ʧɛ lə,010,3.0
Harry,844.0,male,0.99,'hɛ riː,10,2.0
Betty,840.0,female,1.0,'bɛ tiː,10,2.0
Pauline,839.0,female,1.0,pɔː 'liːn,01,2.0
Renée,838.0,female,1.0,,,
Hugo,836.0,male,1.0,'hjuː goʊ,10,2.0
Theresa,834.0,female,1.0,tɛː 'iː sə,010,3.0
Dani,833.0,female,0.61,'dɑ niː,10,2.0
Beatriz,829.0,female,1.0,,,
Stéphanie,827.0,female,1.0,,,
Kathryn,827.0,female,1.0,'kæ θrɪn,10,2.0
Yvonne,827.0,female,1.0,ɪ 'vɑn,01,2.0
Marcos,823.0,male,1.0,'mɑr koʊs,10,2.0
Rocio,822.0,female,1.0,,,
Raul,821.0,male,1.0,'rɔːl,1,1.0
Celine,820.0,female,1.0,sə 'liːn,01,2.0
Edwin,819.0,male,1.0,'ɛ dwən,10,2.0
Gail,814.0,female,1.0,'geɪl,1,1.0
Colleen,814.0,female,1.0,`kɑ 'liːn,11,2.0
Rachael,812.0,female,1.0,,,
Ingrid,812.0,female,1.0,'ɪŋ grɪd,10,2.0
Marianne,812.0,female,0.99,`mɛ riː 'æn,101,3.0
Marcelo,810.0,male,1.0,mɑr 'ʧɛ loʊ,010,3.0
Timothy,809.0,male,1.0,'tɪ mə θiː,100,3.0
Elisa,805.0,female,0.99,ə 'liː sə,010,3.0
Ismail,804.0,male,0.99,'ɪ smeɪl,10,2.0
Kelsey,803.0,female,0.97,'kɛl siː,10,2.0
Bruce,800.0,male,1.0,'bruːs,1,1.0
Emre,800.0,male,0.99,,,
Stacy,799.0,female,0.95,'steɪ siː,10,2.0
Fernanda,795.0,female,0.99,fɛː 'næn də,010,3.0
Chloe,792.0,female,1.0,'kloʊ iː,10,2.0
Emilie,788.0,female,0.99,'ɛ mə liː,100,3.0
Sylvia,786.0,female,1.0,'sɪl viː ə,100,3.0
Dylan,785.0,male,0.99,'dɪ lən,10,2.0
Bonnie,784.0,female,0.99,'bɑ niː,10,2.0
Marion,783.0,female,0.97,'mɛ riː ən,100,3.0
Paolo,781.0,male,0.99,'paʊ loʊ,10,2.0
Molly,780.0,female,0.99,'mɑ liː,10,2.0
Guillaume,779.0,male,1.0,`gɪ 'laʊm,11,2.0
Casey,778.0,female,0.56,'keɪ siː,10,2.0
Virginia,775.0,female,1.0,vɛː 'ʤɪ njə,010,3.0
Giuseppe,774.0,male,1.0,ʤɪ 'sɛ piː,010,3.0
Raymond,770.0,male,1.0,'reɪ mənd,10,2.0
Jessie,769.0,female,0.92,'ʤɛ siː,10,2.0
Cody,766.0,male,0.95,'koʊ diː,10,2.0
Gemma,762.0,female,1.0,'ʤɛ mə,10,2.0
Emmanuel,761.0,male,1.0,ɪ 'mæ njuː əl,0100,4.0
Jade,760.0,female,0.96,'ʤeɪd,1,1.0
Valeria,759.0,female,1.0,və 'liː riː ə,0100,4.0
Leo,759.0,male,0.95,'liː oʊ,10,2.0
Stuart,759.0,male,0.99,'stuː ɛːt,10,2.0
Trevor,758.0,male,1.0,'trɛ vɛː,10,2.0
Ronald,755.0,male,1.0,'rɑ nəld,10,2.0
Evelyn,754.0,female,1.0,'ɛ və lən,100,3.0
Judith,750.0,female,1.0,'ʤuː dəθ,10,2.0
Oliver,750.0,male,0.99,'ɑ lə vɛː,100,3.0
Liliana,748.0,female,0.99,`lɪ liː 'æ nʌ,1010,4.0
Bobby,745.0,male,0.96,'bɑ biː,10,2.0
Monique,734.0,female,1.0,`moʊ 'niːk,11,2.0
Roberta,734.0,female,1.0,rə 'bɛː tʌ,010,3.0
Luisa,732.0,female,1.0,luː 'iː zʌ,010,3.0
Stefano,732.0,male,1.0,'stɛ fə noʊ,100,3.0
Jerome,730.0,male,1.0,ʤɛː 'oʊm,01,2.0
Katrina,729.0,female,1.0,kə 'triː nʌ,010,3.0
Susana,729.0,female,1.0,suː 'sɑ nʌ,010,3.0
Michel,729.0,male,0.96,mɪ 'ʃɛl,01,2.0
Alyssa,728.0,female,1.0,ə 'lɪ sə,010,3.0
Patty,727.0,female,0.99,'pæ tiː,10,2.0
Lina,727.0,female,0.99,'liː nʌ,10,2.0
LiNa,727.0,female,0.99,'liː nʌ,10,2.0
Camila,726.0,female,0.98,,,
Enrique,725.0,male,0.99,ɛn 'riː keɪ,010,3.0
Joy,724.0,female,0.95,'ʤɔɪ,1,1.0
Albert,723.0,male,0.99,'æl bɛːt,10,2.0
Héctor,722.0,male,1.0,,,
Giovanni,722.0,male,1.0,`ʤiː oʊ 'vɑ niː,1010,4.0
Gregory,721.0,male,1.0,'grɛ gɛː iː,100,3.0
Marilyn,718.0,female,1.0,'mɛ rə lən,100,3.0
Mahmoud,718.0,male,1.0,'mæ muːd,10,2.0
Olivier,715.0,male,0.99,`oʊ 'lɪ `viː `eɪ,1111,4.0
Jasmine,714.0,female,0.99,'ʤæz mən,10,2.0
Drew,710.0,male,0.95,'druː,1,1.0
Brooke,709.0,female,0.99,'brʊk,1,1.0
Kay,709.0,female,0.88,'keɪ,1,1.0
Austin,709.0,male,0.96,'ɔː stən,10,2.0
Shaun,709.0,male,0.98,'ʃɔːn,1,1.0
Vicki,708.0,female,1.0,'vɪ kiː,10,2.0
Maureen,706.0,female,1.0,mɔː 'riːn,01,2.0
Tatiana,706.0,female,0.99,`tæ `tiː 'æ nʌ,1110,4.0
Karl,700.0,male,1.0,'kɑrl,1,1.0
Mia,699.0,female,0.99,'miː ə,10,2.0
Sherry,694.0,female,0.99,'ʃɛ riː,10,2.0
Abdullah,693.0,male,0.99,`æb 'də lə,110,3.0
Ross,692.0,male,0.95,'rɑs,1,1.0
Rhonda,692.0,female,1.0,'rɑn də,10,2.0
Sébastien,689.0,male,1.0,,,
Dominique,689.0,female,0.69,dɔː mɪ 'niːk,001,3.0
Alfredo,687.0,male,1.0,`æl 'freɪ doʊ,110,3.0
Xavier,686.0,male,0.99,'zeɪ vjɛː,10,2.0
Federico,686.0,male,1.0,fɛ dɛː 'iː koʊ,0010,4.0
Bianca,684.0,female,1.0,biː 'ɑŋ kə,010,3.0
Francis,680.0,male,0.89,'fræn səs,10,2.0
Eddie,679.0,male,0.99,'ɛ diː,10,2.0
Debra,675.0,female,1.0,'dɛ brə,10,2.0
Ricky,674.0,male,0.98,'rɪ kiː,10,2.0
Karin,674.0,female,0.99,'kɛ rɪn,10,2.0
Zach,673.0,male,0.99,'zæk,1,1.0
Nadine,672.0,female,1.0,nʌ 'diːn,01,2.0
Alvaro,671.0,male,1.0,əl 'vɑ roʊ,010,3.0
Yolanda,670.0,female,1.0,joʊ 'lɑn də,010,3.0
Alessandra,669.0,female,1.0,`æ lɛ 'sæn drə,1010,4.0
Pete,667.0,male,1.0,'piːt,1,1.0
Jared,667.0,male,1.0,'ʤɛ rɪd,10,2.0
Fatima,665.0,female,0.99,'fæ θɪ mə,100,3.0
Kenny,665.0,male,0.98,'kɛ niː,10,2.0
Camilla,665.0,female,1.0,kə 'mɪ lə,010,3.0
Camille,663.0,female,0.94,kə 'miːl,01,2.0
Gaby,661.0,female,0.93,'gæ biː,10,2.0
Felix,657.0,male,1.0,'fiː lɪks,10,2.0
Evan,657.0,male,0.97,'ɛ vən,10,2.0
Lorraine,657.0,female,1.0,lɛː 'eɪn,01,2.0
Louis,654.0,male,0.99,'luː ɪs,10,2.0
Osman,653.0,male,0.98,'ɑ smən,10,2.0
Glenn,652.0,male,0.99,'glɛn,1,1.0
Roy,651.0,male,0.99,'rɔɪ,1,1.0
Christy,650.0,female,0.99,'krɪ stiː,10,2.0
Matias,648.0,male,1.0,'mɑ ʃəz,10,2.0
Dale,646.0,male,0.91,'deɪl,1,1.0
Clara,645.0,female,1.0,'klæ rə,10,2.0
Shelley,644.0,female,1.0,'ʃɛ liː,10,2.0
Serkan,642.0,male,1.0,,,
Robyn,641.0,female,0.97,'rɑ bɪn,10,2.0
Kirsty,640.0,female,1.0,,,
Peggy,639.0,female,1.0,'pɛ giː,10,2.0
Annette,639.0,female,1.0,ə 'nɛt,01,2.0
Corey,638.0,male,0.91,'kɔː riː,10,2.0
Fabian,637.0,male,1.0,'feɪ biː ən,100,3.0
Helena,637.0,female,1.0,'hɛ lə nʌ,100,3.0
Juliana,636.0,female,1.0,`ʤuː liː 'æ nʌ,1010,4.0
Mari,636.0,female,0.99,'mɑ riː,10,2.0
Barry,635.0,male,0.98,'bæ riː,10,2.0
Charlene,630.0,female,1.0,ʃɑr 'liːn,01,2.0
Carole,630.0,female,1.0,'kæ rəl,10,2.0
Christophe,629.0,male,0.99,krɪ 'strɔːf,01,2.0
Jonas,628.0,male,1.0,'ʤoʊ nəs,10,2.0
Paige,623.0,female,1.0,'peɪʤ,1,1.0
Liam,623.0,male,0.99,'liː əm,10,2.0
Cassandra,622.0,female,1.0,kə 'sæn drə,010,3.0
LeAnne,621.0,female,1.0,,,
Leanne,621.0,female,1.0,,,
Gerardo,619.0,male,1.0,ʤɛː 'ɑr doʊ,010,3.0
Kris,614.0,male,0.61,'krɪs,1,1.0
Cameron,614.0,male,0.94,'kæ mɛː ən,100,3.0
Marisa,612.0,female,1.0,mə 'rɪ sə,010,3.0
Hassan,612.0,male,0.99,hə 'sɑn,01,2.0
Douglas,611.0,male,1.0,'də gləs,10,2.0
Kristy,611.0,female,1.0,'krɪ stiː,10,2.0
Nelson,609.0,male,0.99,'nɛl sən,10,2.0
Philippe,605.0,male,0.99,fɪ 'liː peɪ,010,3.0
Anders,603.0,male,1.0,'æn dɛːz,10,2.0
Graham,603.0,male,1.0,'greɪ əm,10,2.0
Jana,601.0,female,0.99,'ʤæ nʌ,10,2.0
Hüseyin,599.0,male,1.0,,,
Brent,595.0,male,1.0,'brɛnt,1,1.0
Tomas,594.0,male,0.99,toʊ 'mɑs,01,2.0
Fanny,593.0,female,0.99,'fæ niː,10,2.0
Grant,592.0,male,1.0,'grænt,1,1.0
Lena,592.0,female,0.99,'liː nʌ,10,2.0
Yusuf,592.0,male,0.99,,,
Viviana,591.0,female,0.96,vɪ viː 'æ nʌ,0010,4.0
Allan,590.0,male,1.0,'æ lən,10,2.0
Meghan,590.0,female,1.0,'mɛ gən,10,2.0
Armando,589.0,male,0.99,ɑr 'mɑn doʊ,010,3.0
Petra,588.0,female,0.99,'pɛ trə,10,2.0
Troy,588.0,male,1.0,'trɔɪ,1,1.0
Daniele,587.0,male,0.86,dæ 'njɛl,01,2.0
Aurélie,586.0,female,0.99,,,
Sylvie,582.0,female,1.0,'sɪl viː,10,2.0
Fran,581.0,female,0.61,'fræn,1,1.0
Katy,578.0,female,1.0,'keɪ tiː,10,2.0
Monika,577.0,female,1.0,,,
Denis,577.0,male,0.93,'dɛ nɪs,10,2.0
Caitlin,576.0,female,1.0,'keɪt lɪn,10,2.0
Cory,574.0,male,0.92,'kɔː riː,10,2.0
Iris,573.0,female,0.99,'aɪ rəs,10,2.0
Terri,572.0,female,1.0,'tɛ riː,10,2.0
Stéphane,571.0,male,0.99,,,
Eileen,571.0,female,1.0,aɪ 'liːn,01,2.0
Laurent,571.0,male,0.99,'lɔː rənt,10,2.0
Elisabeth,570.0,female,1.0,ɪ 'lɪ zʌ bɪθ,0100,4.0
Santiago,567.0,male,1.0,`sæn tiː 'ɑ goʊ,1010,4.0
Damien,567.0,male,1.0,'deɪ miː ən,100,3.0
Lucie,563.0,female,1.0,'luː siː,10,2.0
Shelly,562.0,female,0.99,'ʃɛ liː,10,2.0
Eli,561.0,male,0.52,'iː laɪ,10,2.0
Allen,561.0,male,0.99,'æ lən,10,2.0
Susanne,558.0,female,1.0,`suː 'zæn,11,2.0
Davide,558.0,male,1.0,`də 'viː `deɪ,111,3.0
Ariel,556.0,male,0.66,'ɛ riː əl,100,3.0
Abby,556.0,female,0.98,'æ biː,10,2.0
Chiara,556.0,female,0.99,'kjɑ rə,10,2.0
Vivian,555.0,female,0.96,'vɪ viː ən,100,3.0
Matteo,555.0,male,1.0,mɑ 'teɪ oʊ,010,3.0
Clare,554.0,female,1.0,'klɛr,1,1.0
Lily,553.0,female,0.99,'lɪ liː,10,2.0
Lara,552.0,female,1.0,'lɑ rə,10,2.0
Norma,548.0,female,1.0,'nɔːr mə,10,2.0
Arthur,547.0,male,0.98,'ɑr θɛː,10,2.0
Mathieu,545.0,male,1.0,'mæ θjuː,10,2.0
Wilson,544.0,male,0.99,'wɪl sən,10,2.0
Giulia,543.0,female,0.99,dʒɪ 'jʉː leɪ ʌ,0100,4.0
Nora,542.0,female,1.0,'nɔː rə,10,2.0
Elodie,542.0,female,1.0,,,
Deb,540.0,female,0.99,'dɛb,1,1.0
Krista,540.0,female,1.0,'krɪ stə,10,2.0
Angelo,539.0,male,1.0,'æn ʤə `loʊ,101,3.0
Florence,538.0,female,1.0,'flɔː rəns,10,2.0
Mel,537.0,female,0.88,'mɛl,1,1.0
Anton,537.0,male,1.0,'æn `tɔːn,11,2.0
Ömer,536.0,male,1.0,,,
Priscilla,536.0,female,1.0,prɪ 'sɪ lə,010,3.0
Penny,534.0,female,0.99,'pɛ niː,10,2.0
Kirsten,534.0,female,1.0,'kɛː stən,10,2.0
Jenn,533.0,female,0.98,'ʤɛn,1,1.0
Cassie,530.0,female,1.0,'kæ siː,10,2.0
Carly,529.0,female,0.99,'kɑr liː,10,2.0
Dustin,529.0,male,1.0,'də stɪn,10,2.0
Kristine,527.0,female,1.0,krɪ 'stiːn,01,2.0
Maxime,527.0,male,0.97,mæk 'siːm,01,2.0
Michaela,525.0,female,1.0,maɪ 'kɛ lə,010,3.0
Fatma,525.0,female,0.99,,,
Nico,523.0,male,0.98,'niː koʊ,10,2.0
Rene,522.0,male,0.81,rə 'neɪ,01,2.0
Jodie,520.0,female,1.0,'ʤoʊ diː,10,2.0
Mona,519.0,female,1.0,'moʊ nʌ,10,2.0
Burak,519.0,male,0.99,'bjuː rʌk,10,2.0
Gavin,519.0,male,1.0,'gæ vɪn,10,2.0
Kara,518.0,female,0.95,'kɛ rə,10,2.0
Ale,518.0,female,0.67,'eɪl,1,1.0
Franco,518.0,male,1.0,'fræŋ koʊ,10,2.0
Brendan,517.0,male,1.0,'brɛn dən,10,2.0
Arturo,515.0,male,1.0,ɑr 'tʊ roʊ,010,3.0
Hanna,514.0,female,0.97,'hæ nʌ,10,2.0
Marissa,514.0,female,1.0,mə 'rɪ sə,010,3.0
Russell,513.0,male,1.0,'rə səl,10,2.0
Chuck,512.0,male,0.99,'ʧək,1,1.0
Rich,510.0,male,1.0,'rɪʧ,1,1.0
Ivana,509.0,female,1.0,ɪ 'vɑ nʌ,010,3.0
Merve,509.0,female,0.98,,,
Zoe,509.0,female,1.0,'zoʊ iː,10,2.0
Shelby,508.0,female,0.9,'ʃɛl biː,10,2.0
Amir,508.0,male,1.0,ə 'mɪr,01,2.0
Lydia,508.0,female,1.0,'lɪ diː ə,100,3.0
Pascal,506.0,male,0.99,pæ 'skæl,01,2.0
Lynne,504.0,female,0.98,'lɪn,1,1.0
Simona,503.0,female,0.99,sɪ 'moʊ nʌ,010,3.0
Jodi,503.0,female,0.99,'ʤoʊ diː,10,2.0
May,502.0,female,0.97,meɪ,0,1.0
Deniz,500.0,female,0.52,'deɪ niːz,10,2.0
Paulina,500.0,female,0.99,`pɔː 'liː nʌ,110,3.0
Elif,498.0,female,0.93,,,
Naomi,498.0,female,0.99,neɪ 'oʊ miː,010,3.0
Cedric,497.0,male,1.0,'sɛ drɪk,10,2.0
Whitney,497.0,female,0.99,'wɪt niː,10,2.0
Regina,497.0,female,1.0,rɪ 'ʤiː nʌ,010,3.0
Lorenzo,496.0,male,1.0,lɛː 'ɛn zoʊ,010,3.0
Esteban,495.0,male,1.0,'ɛ stə bɑn,100,3.0
Romain,495.0,male,0.99,roʊ 'meɪn,01,2.0
Lesley,494.0,female,0.98,'lɛ sliː,10,2.0
Luz,493.0,female,0.99,'ləz,1,1.0
Gonzalo,493.0,male,1.0,gɑn 'zɑ loʊ,010,3.0
Donald,493.0,male,1.0,'dɑ nəld,10,2.0
Jeanette,492.0,female,1.0,ʤə 'nɛt,01,2.0
Massimo,492.0,male,1.0,'mæ sɪ `moʊ,101,3.0
Dee,491.0,female,0.85,'diː,1,1.0
Valérie,491.0,female,1.0,,,
Syed,490.0,male,0.99,'saɪd,1,1.0
Florian,489.0,male,1.0,'flɔː riː ən,100,3.0
Aimee,489.0,female,1.0,'eɪ 'miː,11,2.0
Dina,489.0,female,0.97,'diː nʌ,10,2.0
Antonella,489.0,female,0.89,,,
Justine,489.0,female,0.99,ʤə 'stiːn,01,2.0
Gökhan,487.0,male,1.0,,,
Kat,485.0,female,0.99,'kæt,1,1.0
Sami,485.0,male,0.81,'sæ miː,10,2.0
Karine,482.0,female,1.0,,,
Alain,482.0,male,1.0,ə 'leɪn,01,2.0
Rubén,480.0,male,1.0,,,
Amit,479.0,male,0.99,`ɑ 'miːt,11,2.0
Özlem,478.0,female,0.98,,,
Mauro,477.0,male,1.0,'mɔː roʊ,10,2.0
Gareth,475.0,male,0.97,'gɛ rɪθ,10,2.0
Marlene,475.0,female,1.0,'mɑr `liːn,11,2.0
Karim,474.0,male,0.92,kɛː 'iːm,01,2.0
Dorothy,474.0,female,0.99,'dɔː rə θiː,100,3.0
Chantal,473.0,female,1.0,'ʧæn təl,10,2.0
Sophia,473.0,female,0.99,soʊ 'fiː ə,010,3.0
Bethany,473.0,female,1.0,'bɛ θə niː,100,3.0
Isaac,472.0,male,1.0,'aɪ zək,10,2.0
Ruben,471.0,male,0.97,'ruː bən,10,2.0
Erick,470.0,male,1.0,'ɛ rɪk,10,2.0
DeAnna,469.0,female,1.0,`diː 'æ nʌ,110,3.0
June,469.0,female,0.96,'ʤuːn,1,1.0
Deanna,469.0,female,1.0,`diː 'æ nʌ,110,3.0
Kari,467.0,female,0.91,'kɛ riː,10,2.0
Phillip,463.0,male,1.0,'fɪ lɪp,10,2.0
Stefanie,463.0,female,1.0,'stɛ fə niː,100,3.0
Dominic,461.0,male,0.97,'dɑ mə nɪk,100,3.0
Manuela,460.0,female,1.0,mæn 'weɪ lə,010,3.0
Gerard,460.0,male,1.0,ʤɛː 'ɑrd,01,2.0
Luciana,460.0,female,0.99,,,
Jody,457.0,female,0.69,'ʤoʊ diː,10,2.0
Esra,456.0,female,0.98,,,
Serena,455.0,female,0.99,,,
Kristi,454.0,female,1.0,'krɪ stiː,10,2.0
Paulo,454.0,male,1.0,'pɔː loʊ,10,2.0
Becca,454.0,female,1.0,'bɛ kʌ,10,2.0
Ignacio,451.0,male,1.0,ɪg 'nɑ siː oʊ,0100,4.0
Lars,450.0,male,1.0,'lɑrz,1,1.0
Nicky,450.0,female,0.8,'nɪ kiː,10,2.0
Aline,450.0,female,1.0,ə 'laɪn,01,2.0
Jeanne,449.0,female,1.0,'ʤiːn,1,1.0
Roman,449.0,male,1.0,'roʊ mən,10,2.0
Belinda,449.0,female,1.0,bə 'lɪn də,010,3.0
Dario,448.0,male,1.0,'dɛ riː `oʊ,101,3.0
Jocelyn,448.0,female,0.95,'ʤɔː `slɪn,11,2.0
Blake,448.0,male,0.96,'bleɪk,1,1.0
Sandrine,447.0,female,1.0,,,
Connor,447.0,male,0.99,'kɑ nɛː,10,2.0
Doris,446.0,female,0.99,'dɔː rəs,10,2.0
Guy,445.0,male,1.0,'gaɪ,1,1.0
Ida,443.0,female,0.96,'aɪ də,10,2.0
Pilar,442.0,female,1.0,'paɪ lɛː,10,2.0
Onur,442.0,male,0.98,,,
Candice,442.0,female,1.0,'kæn dɪs,10,2.0
Elise,442.0,female,1.0,ə 'liːs,01,2.0
Kylie,441.0,female,1.0,,,
Margarita,441.0,female,1.0,`mɑr gɛː 'iː tʌ,1010,4.0
Abigail,441.0,female,1.0,'æ bə `geɪl,101,3.0
Stella,441.0,female,1.0,'stɛ lə,10,2.0
Frédéric,440.0,male,0.99,,,
Gillian,440.0,female,0.99,'ʤɪ liː ən,100,3.0
Kelvin,438.0,male,1.0,'kɛl vən,10,2.0
Virginie,437.0,female,1.0,,,
Georgina,437.0,female,1.0,`ʤɔːr 'ʤiː nʌ,110,3.0
Meredith,435.0,female,1.0,'mɛ rɪ dɪθ,100,3.0
Jhon,434.0,male,1.0,,,
Leigh,433.0,female,0.71,'liː,1,1.0
Carina,433.0,female,1.0,,,
Lynda,432.0,female,1.0,'lɪn də,10,2.0
Federica,432.0,female,0.99,fɛ dɛː 'iː kə,0010,4.0
Veronique,431.0,female,1.0,`vɛ rɑ 'niːk,101,3.0
Hans,431.0,male,0.99,'hɑns,1,1.0
Zeynep,431.0,female,1.0,,,
Uğur,430.0,male,1.0,,,
Pia,430.0,female,1.0,'piː ə,10,2.0
Frances,430.0,female,0.99,'fræn sɪs,10,2.0
Abdul,430.0,male,1.0,æb 'duːl,01,2.0
Mercedes,429.0,female,1.0,mɛː 'seɪ diːz,010,3.0
Isa,429.0,female,0.67,'iː sə,10,2.0
Luigi,429.0,male,1.0,luː 'iː ʤiː,010,3.0
Delphine,429.0,female,1.0,dɛl 'fiː niː,010,3.0
Maya,427.0,female,0.97,'maɪ ə,10,2.0
Cecile,427.0,female,1.0,sɪ 'siːl,01,2.0
Geoff,426.0,male,0.99,'ʤɛf,1,1.0
Zachary,426.0,male,1.0,'zæ kɛː iː,100,3.0
Freddy,425.0,male,0.97,'frɛ diː,10,2.0
Jayne,424.0,female,0.99,'ʤeɪn,1,1.0
Serdar,424.0,male,0.99,,,
Brandi,423.0,female,1.0,'bræn diː,10,2.0
Carlo,423.0,male,0.99,'kɑr loʊ,10,2.0
Rohit,423.0,male,1.0,,,
Tricia,422.0,female,1.0,'trɪ ʃə,10,2.0
Zoë,422.0,female,0.99,,,
Damian,422.0,male,1.0,'deɪ miː ən,100,3.0
Camilo,422.0,male,0.99,,,
Kurt,421.0,male,1.0,'kɛːt,1,1.0
Wesley,421.0,male,1.0,'wɛ sliː,10,2.0
Alfonso,420.0,male,1.0,`æl 'fɑn soʊ,110,3.0
Katia,419.0,female,1.0,'kɑ tiː ə,100,3.0
Melinda,418.0,female,1.0,mə 'lɪn də,010,3.0
Darlene,416.0,female,1.0,'dɑr `liːn,11,2.0
Dianne,416.0,female,1.0,daɪ 'æn,01,2.0
Fredrik,416.0,male,1.0,,,
Marisol,416.0,female,1.0,,,
Gordon,416.0,male,1.0,'gɔːr dən,10,2.0
Ellie,415.0,female,1.0,'ɛ liː,10,2.0
Lourdes,415.0,female,1.0,'lɔːrdz,1,1.0
Miranda,412.0,female,0.99,mɛː 'æn də,010,3.0
Markus,412.0,male,1.0,'mɑr kəs,10,2.0
Antoine,411.0,male,1.0,ɑn 'twɑn,01,2.0
Magdalena,411.0,female,1.0,`mæg də 'liː nʌ,1010,4.0
Nate,411.0,male,0.99,'neɪt,1,1.0
Vera,410.0,female,1.0,'vɛ rə,10,2.0
Barb,409.0,female,1.0,'bɑrb,1,1.0
Leon,409.0,male,0.99,'liː ɑn,10,2.0
Glen,409.0,male,0.98,'glɛn,1,1.0
Salvatore,409.0,male,1.0,sæl və 'tɔː riː,0010,4.0
Tonya,407.0,female,1.0,'tɑ njə,10,2.0
Myriam,407.0,female,1.0,'mɪ riː əm,100,3.0
German,405.0,male,1.0,'ʤɛː mən,10,2.0
Marian,404.0,female,0.82,'mɛ riː ən,100,3.0
Elsa,404.0,female,1.0,'ɛl sə,10,2.0
Romina,404.0,female,0.99,rə 'miː nʌ,010,3.0
Marcel,403.0,male,0.96,mɑr 'sɛl,01,2.0
Warren,402.0,male,1.0,'wɔː rən,10,2.0
Maribel,402.0,female,1.0,'mæ rɪ bɛl,100,3.0
Mayra,401.0,female,1.0,,,
Laurence,400.0,female,0.75,'lɔː rəns,10,2.0
Jordi,400.0,male,1.0,,,
Fabiola,399.0,female,0.99,,,
Sherri,398.0,female,1.0,'ʃɛ riː,10,2.0
Anja,398.0,female,1.0,'ɑn ʤə,10,2.0
Bridget,398.0,female,1.0,'brɪ ʤət,10,2.0
Janine,397.0,female,1.0,ʤə 'niːn,01,2.0
Bernard,397.0,male,1.0,bɛː 'nɑrd,01,2.0
Rahul,397.0,male,1.0,rə 'huːl,01,2.0
Georgia,397.0,female,0.99,'ʤɔːr ʤə,10,2.0
Malin,397.0,female,0.98,'mæ lɪn,10,2.0
Lewis,396.0,male,1.0,'luː ɪs,10,2.0
Stefania,396.0,female,0.99,,,
Steph,394.0,female,0.98,'stɛf,1,1.0
Eliana,394.0,female,1.0,,,
Bradley,394.0,male,1.0,'bræd liː,10,2.0
Haley,393.0,female,0.99,'heɪ liː,10,2.0
Lawrence,393.0,male,1.0,'lɔː rəns,10,2.0
Logan,393.0,male,0.82,'loʊ gən,10,2.0
Ronnie,393.0,male,0.9,'rɑ niː,10,2.0
Milena,392.0,female,1.0,,,
Sunny,391.0,male,0.6,'sə niː,10,2.0
Khalid,391.0,male,0.99,'kɑ lɪd,10,2.0
Hector,390.0,male,1.0,'hɛk tɛː,10,2.0
Benoit,389.0,male,1.0,bə 'nɔɪt,01,2.0
Jillian,388.0,female,0.99,'ʤɪ liː ən,100,3.0
Katerina,388.0,female,0.99,`kæ tʌ 'ɹi nʌ,1010,4.0
Ruby,388.0,female,0.97,'ruː biː,10,2.0
Ashleigh,386.0,female,0.99,,,
Tan,385.0,male,0.71,'tæn,1,1.0
Beverly,385.0,female,0.99,'bɛ vɛː liː,100,3.0
Khaled,384.0,male,0.98,,,
Israel,384.0,male,0.99,'ɪz riː əl,100,3.0
Mostafa,383.0,male,1.0,,,
Metin,383.0,male,1.0,,,
Lance,382.0,male,0.98,'læns,1,1.0
Gladys,382.0,female,0.97,'glæ dɪs,10,2.0
Ernesto,381.0,male,1.0,ɛː 'nɛ stoʊ,010,3.0
Kadir,380.0,male,0.99,,,
Gerald,380.0,male,0.99,'ʤɛ rəld,10,2.0
Corinne,379.0,female,1.0,kɛː 'iːn,01,2.0
Maja,379.0,female,0.99,'mɑ dʒʌ,10,2.0
Hélène,378.0,female,0.99,'heɪ li,10,2.0
Marko,377.0,male,0.99,'mɑr koʊ,10,2.0
Samir,377.0,male,0.99,sə 'mɪr,01,2.0
Ted,376.0,male,1.0,'tɛd,1,1.0
Bilal,376.0,male,0.99,,,
Leila,375.0,female,1.0,'liː lə,10,2.0
Arnaud,375.0,male,0.99,ɑr 'noʊ,01,2.0
Ethan,375.0,male,0.98,'iː θʌn,10,2.0
Kristian,375.0,male,0.94,,,
Bev,374.0,female,1.0,'bɛv,1,1.0
Ramazan,374.0,male,1.0,,,
Manon,374.0,female,1.0,mɑ 'nɔːn,01,2.0
Mar,374.0,female,0.92,'mɑr,1,1.0
Edith,373.0,female,1.0,'iː dɪθ,10,2.0
Seth,373.0,male,1.0,'sɛθ,1,1.0
Trish,373.0,female,1.0,'trɪʃ,1,1.0
Flavia,373.0,female,0.99,'flæ viː ə,100,3.0
Sonja,372.0,female,0.99,'soʊ njə,10,2.0
Elias,372.0,male,1.0,ə 'laɪ əs,010,3.0
Jennie,372.0,female,1.0,'ʤɛ niː,10,2.0
Amelia,371.0,female,1.0,ə 'miːl jʌ,010,3.0
François,371.0,male,0.99,'fɹæn swɑ,10,2.0
