name,count,gender,probability,IPA,IPA_stress,n_syllables
Natalija,34.0,female,1.0,,,
Akila,34.0,female,0.79,,,
Tali,34.0,female,0.91,'tɑ li,10,2.0
Viraj,34.0,male,0.91,,,
Sibylle,34.0,female,1.0,,,
Moiz,34.0,male,1.0,,,
Wilmar,34.0,male,1.0,'wɪl mɛː,10,2.0
Ferhan,34.0,female,0.79,,,
Cass,34.0,female,0.56,'kæs,1,1.0
Ségolène,33.0,female,1.0,,,
Pong,33.0,male,0.88,'pɔːŋ,1,1.0
Christof,33.0,male,1.0,,,
Braulio,33.0,male,1.0,,,
Göksel,33.0,male,0.97,,,
Miljan,33.0,male,1.0,,,
Maricar,33.0,female,1.0,,,
Alka,33.0,female,0.94,'æl kə,10,2.0
Xochitl,33.0,female,1.0,,,
Serina,33.0,female,1.0,,,
Nessa,33.0,female,0.97,'nɛ sə,10,2.0
Suna,33.0,female,0.97,,,
Murtaza,33.0,male,1.0,,,
Neelam,33.0,female,0.97,,,
Bent,33.0,male,0.73,'bɛnt,1,1.0
Galen,33.0,male,0.88,'geɪ lən,10,2.0
Vin,33.0,male,0.94,'vɪn,1,1.0
Radka,33.0,female,1.0,,,
Miko,33.0,male,0.76,'maɪ koʊ,10,2.0
Tülin,33.0,female,1.0,,,
Abdelrahman,33.0,male,1.0,,,
Fevzi,33.0,male,0.97,,,
Zdenek,33.0,male,1.0,,,
Abhilash,33.0,male,1.0,,,
Marife,33.0,female,1.0,,,
Agnese,33.0,female,1.0,,,
Eusebio,33.0,male,1.0,`juː 'siː biː oʊ,1100,4.0
Linsey,33.0,female,1.0,'lɪn ziː,10,2.0
Polo,33.0,male,0.97,'poʊ loʊ,10,2.0
Lidija,33.0,female,1.0,,,
Peta,33.0,female,1.0,'piː tʌ,10,2.0
Mariane,33.0,female,1.0,,,
Waqar,33.0,male,1.0,,,
Ayşin,33.0,female,1.0,,,
Irène,33.0,female,1.0,,,
Jafar,33.0,male,1.0,,,
Concetta,33.0,female,1.0,,,
Merlyn,33.0,female,0.97,,,
Teh,33.0,male,0.82,,,
Abram,33.0,male,0.97,ə 'bræm,01,2.0
Heini,33.0,female,0.97,'haɪ niː,10,2.0
Markku,33.0,male,1.0,,,
Gianpaolo,33.0,male,1.0,,,
Maryjane,33.0,female,1.0,,,
Alicja,33.0,female,1.0,,,
Yuzhao,33.0,female,1.0,,,
Satya,33.0,male,0.79,'sɑ tjə,10,2.0
Madelyn,33.0,female,1.0,'mæ dɪ lɪn,100,3.0
Soumaya,33.0,female,1.0,,,
Saliha,33.0,female,0.97,,,
Bright,33.0,male,0.64,'braɪt,1,1.0
Cecille,33.0,female,1.0,,,
Huibin,33.0,female,1.0,,,
Kody,33.0,male,1.0,,,
Tarja,33.0,female,1.0,,,
Prasanna,33.0,male,0.85,,,
Kiera,33.0,female,0.97,,,
Renier,33.0,male,1.0,'riː niː ɛː,100,3.0
Ya-li,33.0,female,1.0,,,
Václav,33.0,male,1.0,,,
Tibor,33.0,male,0.97,,,
Işıl,33.0,female,0.94,,,
Gulten,33.0,female,1.0,,,
Joice,33.0,female,1.0,'ʤɔɪs,1,1.0
Mariusz,33.0,male,1.0,,,
Rossi,33.0,male,0.64,'rɔː siː,10,2.0
Genoveva,33.0,female,1.0,,,
Hale,33.0,female,0.88,'heɪl,1,1.0
Rupa,33.0,female,1.0,,,
Ingo,33.0,male,1.0,'ɪŋ goʊ,10,2.0
Chika,33.0,female,0.82,,,
Neta,33.0,female,1.0,,,
Alenka,33.0,female,0.85,,,
Caty,33.0,female,0.97,,,
Devendra,33.0,male,1.0,,,
Kenn,33.0,male,1.0,'kɛn,1,1.0
Gayatri,33.0,female,1.0,,,
Orion,33.0,male,0.97,oʊ 'raɪ ən,010,3.0
Akbar,33.0,male,1.0,'æk bɛː,10,2.0
Royce,33.0,male,0.91,'rɔɪs,1,1.0
Beni,33.0,male,0.79,'bɛ niː,10,2.0
Clarisa,33.0,female,1.0,,,
Stein,33.0,male,0.97,'staɪn,1,1.0
Mala,33.0,female,0.97,'mɑ lə,10,2.0
Nirmal,33.0,male,0.88,,,
Lill,33.0,female,1.0,'lɪl,1,1.0
Gray,33.0,male,0.88,'greɪ,1,1.0
Edwina,33.0,female,1.0,ɛ 'dwiː nʌ,010,3.0
Caryl,33.0,female,1.0,'kɛ rəl,10,2.0
Shylo,33.0,male,1.0,,,
Ine,33.0,female,0.94,ɪ 'ni,01,2.0
Yulong,33.0,male,1.0,,,
Satria,33.0,male,1.0,,,
Abhi,33.0,male,1.0,,,
Margareth,33.0,female,1.0,,,
Anshul,33.0,male,0.82,,,
Mariluz,33.0,female,1.0,,,
Ya-Li,33.0,female,1.0,,,
Aishwarya,33.0,female,0.91,,,
Alyce,33.0,female,1.0,'æ lɪs,10,2.0
Rafik,33.0,male,0.97,'ræ fɪk,10,2.0
Thaddeus,33.0,male,1.0,'θæ diː əs,100,3.0
Heriberto,33.0,male,1.0,,,
Renáta,33.0,female,1.0,,,
Lur,33.0,female,1.0,,,
Leda,33.0,female,1.0,'liː də,10,2.0
Evon,33.0,female,0.97,'ɛ vən,10,2.0
Hilmi,33.0,male,1.0,,,
Eloisa,33.0,female,1.0,ɛ 'lɔɪ sə,010,3.0
Zsófia,33.0,female,1.0,,,
Bjarne,33.0,male,1.0,,,
Caron,33.0,female,0.94,kɑ 'rɔːn,01,2.0
Anna-Lena,33.0,female,1.0,,,
Gökay,33.0,male,0.97,,,
Glenna,33.0,female,0.97,'glɛ nʌ,10,2.0
Elis,33.0,female,0.7,ɪ 'li,01,2.0
Nelida,33.0,female,1.0,,,
Joanes,33.0,male,1.0,,,
Tore,33.0,male,0.97,'tɔːr,1,1.0
Ringo,33.0,male,0.88,'riːŋ goʊ,10,2.0
Aiden,33.0,male,0.97,,,
Ciarán,33.0,male,1.0,,,
Chai,33.0,male,0.58,'ʧaɪ,1,1.0
Wilber,33.0,male,1.0,'wɪl bɛː,10,2.0
Aye,33.0,female,0.88,'aɪ,1,1.0
Ajith,33.0,male,1.0,,,
Mini,33.0,female,0.85,'mɪ niː,10,2.0
Shivam,32.0,male,1.0,,,
Keke,32.0,female,0.78,,,
Priti,32.0,female,1.0,,,
Neill,32.0,male,1.0,'niːl,1,1.0
Lenin,32.0,male,1.0,'lɛ nən,10,2.0
Arnab,32.0,male,1.0,,,
Thorsten,32.0,male,1.0,'tɔːr stən,10,2.0
Haya,32.0,female,0.97,,,
Jiraporn,32.0,female,1.0,,,
Ton,32.0,male,0.84,'tən,1,1.0
Mardi,32.0,female,0.94,'mɑr diː,10,2.0
Sinisa,32.0,male,1.0,,,
Svenja,32.0,female,1.0,,,
Hayri,32.0,male,1.0,,,
Marites,32.0,female,1.0,,,
Dor,32.0,male,0.81,,,
Yukiko,32.0,female,1.0,,,
Mian,32.0,male,0.88,,,
Ratih,32.0,female,1.0,,,
Nhat,32.0,male,0.97,,,
Sama,32.0,female,0.97,'sɑ mə,10,2.0
Efrat,32.0,female,0.97,,,
Ayten,32.0,female,1.0,,,
Tyra,32.0,female,1.0,'taɪ rə,10,2.0
Hanh,32.0,female,0.94,,,
Harri,32.0,male,0.78,,,
Supriya,32.0,female,1.0,,,
Reyes,32.0,female,0.56,'reɪ ɪs,10,2.0
Aimi,32.0,female,1.0,,,
Iñigo,32.0,male,1.0,,,
Tatum,32.0,female,0.97,'teɪ təm,10,2.0
Thu,32.0,female,0.84,'θəː,1,1.0
Orit,32.0,female,1.0,,,
Margaretha,32.0,female,1.0,,,
Joko,32.0,male,1.0,,,
Adewale,32.0,male,0.94,,,
Sufian,32.0,male,1.0,,,
Tahsin,32.0,male,1.0,,,
Niccolo,32.0,male,1.0,,,
Maciek,32.0,male,1.0,,,
Casandra,32.0,female,1.0,,,
Jochen,32.0,male,1.0,'ʤoʊ kən,10,2.0
Susannah,32.0,female,1.0,`suː 'sæ nʌ,110,3.0
Latifa,32.0,female,1.0,,,
Gülsüm,32.0,female,0.94,,,
Unni,32.0,female,0.78,,,
Mami,32.0,female,0.72,,,
Vinh,32.0,male,1.0,,,
Sivakumar,32.0,male,1.0,,,
Cathi,32.0,female,1.0,,,
Yeny,32.0,female,1.0,,,
Jarkko,32.0,male,1.0,,,
Idoia,32.0,female,1.0,,,
Jerri,32.0,female,1.0,'ʤɛ riː,10,2.0
Ifeanyi,32.0,male,0.81,,,
Gülnur,32.0,female,1.0,,,
Shishir,32.0,male,1.0,,,
Biagio,32.0,male,0.97,,,
Nara,32.0,female,0.91,'nɑ rə,10,2.0
Ebrahim,32.0,male,1.0,,,
Niel,32.0,male,1.0,'niːl,1,1.0
Griffin,32.0,male,0.94,'grɪ fɪn,10,2.0
Jalpa,32.0,female,1.0,,,
Razan,32.0,female,0.91,,,
Marie-Christine,32.0,female,0.97,,,
Venkatesh,32.0,male,1.0,`vɛn kɑ 'tɛʃ,101,3.0
Boštjan,32.0,male,1.0,,,
Sawsan,32.0,female,1.0,,,
Iveth,32.0,female,1.0,,,
Katlyn,32.0,female,1.0,,,
Amrit,32.0,male,0.69,,,
Ludovica,32.0,female,0.97,,,
Jörgen,32.0,male,1.0,,,
Sharmila,32.0,female,1.0,,,
Sanaz,32.0,female,1.0,,,
Marilu,32.0,female,1.0,'mɛ riː luː,100,3.0
Mayer,32.0,female,0.56,'meɪ ɛː,10,2.0
Cait,32.0,female,1.0,,,
Babar,32.0,male,0.97,,,
Dawna,32.0,female,1.0,,,
Khanh,32.0,female,0.81,,,
Lovisa,32.0,female,0.88,,,
Dannielle,32.0,female,1.0,,,
Bhanu,32.0,male,0.75,'bɑ nʉː,10,2.0
Fina,32.0,female,0.97,'faɪ nʌ,10,2.0
Lisha,32.0,female,1.0,,,
Anuradha,32.0,female,0.91,,,
Sulaiman,32.0,male,1.0,,,
Sze,32.0,female,0.72,'ʃiː,1,1.0
Hosam,32.0,male,1.0,,,
Behnam,32.0,male,1.0,,,
Nahum,32.0,male,1.0,'næ hʌm,10,2.0
Aji,32.0,male,0.94,,,
Yaiza,32.0,female,1.0,,,
Ata,32.0,male,0.91,'ɑ tʌ,10,2.0
Rodolphe,32.0,male,1.0,,,
Aja,32.0,female,0.88,'aɪ ə,10,2.0
Lottie,32.0,female,1.0,'lɑ tiː,10,2.0
Remzi,32.0,male,1.0,,,
Yui,32.0,female,0.97,,,
Florentina,32.0,female,1.0,`flɔː rɛn 'tiː nʌ,1010,4.0
Kaleigh,32.0,female,1.0,,,
Ramin,32.0,male,1.0,,,
Weston,32.0,male,1.0,'wɛ stən,10,2.0
Zen,32.0,female,0.5,'zɛn,1,1.0
Elza,32.0,female,1.0,'ɛl zʌ,10,2.0
Aggie,32.0,female,1.0,'æ giː,10,2.0
Dursun,32.0,male,1.0,,,
Tamera,32.0,female,1.0,,,
Arnel,32.0,male,0.97,,,
Salva,32.0,male,0.91,'sɑl və,10,2.0
Nermeen,32.0,female,1.0,,,
Shailendra,32.0,male,1.0,,,
Lucrezia,32.0,female,1.0,lʉː 'kɹi zeɪ ʌ,0100,4.0
Gülseren,32.0,female,1.0,,,
Sedef,32.0,female,0.97,,,
Ixchel,32.0,female,1.0,,,
Fehmi,32.0,male,1.0,,,
Athina,32.0,female,1.0,,,
Pritam,32.0,male,0.94,,,
Raza,32.0,male,0.97,'ræ zʌ,10,2.0
Holden,32.0,male,0.94,'hoʊl dən,10,2.0
Sylvester,32.0,male,0.97,sɪl 'vɛ stɛː,010,3.0
Torry,32.0,male,1.0,'tɔː riː,10,2.0
Octavia,32.0,female,1.0,ɑk 'teɪ viː ə,0100,4.0
Ninad,32.0,male,1.0,,,
Gokhan,32.0,male,1.0,,,
Tuomas,32.0,male,1.0,,,
Sumeet,32.0,male,0.91,,,
Josu,32.0,male,1.0,,,
Emyr,32.0,male,1.0,,,
Rim,32.0,female,0.94,'rɪm,1,1.0
Vitaliy,32.0,male,1.0,,,
Criss,32.0,female,0.53,'krɪs,1,1.0
Jinny,31.0,female,0.97,,,
Konstantina,31.0,female,1.0,,,
Iben,31.0,female,1.0,,,
Neel,31.0,male,0.94,'niːl,1,1.0
Fulvio,31.0,male,1.0,,,
Abou,31.0,male,0.97,ə 'buː,01,2.0
Pranay,31.0,male,1.0,,,
Gabor,31.0,male,1.0,gə 'bɔːr,01,2.0
Angelia,31.0,female,1.0,,,
Vanda,31.0,female,1.0,,,
Esha,31.0,female,0.94,,,
Jolien,31.0,female,0.94,,,
Ann-Sophie,31.0,female,1.0,,,
Ivona,31.0,female,1.0,,,
Latif,31.0,male,0.97,,,
Einar,31.0,male,1.0,'aɪ nɛː,10,2.0
Kellee,31.0,female,1.0,,,
Tobey,31.0,female,0.9,'toʊ biː,10,2.0
Mayela,31.0,female,1.0,,,
Sung,31.0,male,0.84,'sʌŋ,1,1.0
Tod,31.0,male,1.0,'tɑd,1,1.0
Bartek,31.0,male,1.0,'bɑr `tɛk,11,2.0
Shaheen,31.0,female,0.55,ʃə 'hiːn,01,2.0
Mariola,31.0,female,1.0,,,
Karime,31.0,female,0.84,,,
Szymon,31.0,male,1.0,,,
Izzet,31.0,male,1.0,'ɪ zɪ,10,2.0
Eszter,31.0,female,1.0,,,
Dessy,31.0,female,0.94,,,
Shaf,31.0,male,1.0,,,
Alexandro,31.0,male,1.0,,,
Emer,31.0,female,0.9,,,
Clotilde,31.0,female,1.0,,,
Chichi,31.0,female,0.94,'ʧiː ʧiː,10,2.0
Adisa,31.0,female,0.94,,,
Kaushal,31.0,male,1.0,,,
Laurine,31.0,female,1.0,,,
Lanette,31.0,female,1.0,,,
Maka,31.0,female,0.97,,,
Sheridan,31.0,female,0.84,'ʃɛ rɪ dən,100,3.0
Concepcion,31.0,female,0.9,kən `sɛp siː 'oʊn,0101,4.0
Terrell,31.0,male,0.94,'tɛ rəl,10,2.0
Karri,31.0,female,0.87,,,
Savita,31.0,female,1.0,,,
Shelbie,31.0,female,1.0,,,
Galo,31.0,male,1.0,,,
Volker,31.0,male,1.0,'voʊl kɛː,10,2.0
Aruna,31.0,female,0.65,æ 'ɹʉː nʌ,010,3.0
Shella,31.0,female,1.0,,,
Ivanna,31.0,female,1.0,ɪ 'vɑ nʌ,010,3.0
Kerrin,31.0,female,0.97,,,
Luanne,31.0,female,1.0,,,
Filipa,31.0,female,1.0,fiː 'liː pə,010,3.0
Seckin,31.0,male,0.9,,,
Branka,31.0,female,1.0,,,
Feng,31.0,male,0.52,'fɛŋ,1,1.0
Saniye,31.0,female,1.0,,,
Giovana,31.0,female,1.0,,,
Saulo,31.0,male,1.0,,,
Carme,31.0,female,1.0,,,
Egemen,31.0,male,1.0,,,
Sudhakar,31.0,male,1.0,,,
Mirja,31.0,female,1.0,,,
Margareta,31.0,female,1.0,mɑr gɑ 'rɛ tʌ,0010,4.0
Randal,31.0,male,0.97,'ræn dəl,10,2.0
Nalin,31.0,male,0.94,,,
How,31.0,male,0.94,haʊ,0,1.0
Jeronimo,31.0,male,0.97,,,
Jaret,31.0,male,1.0,,,
Miller,31.0,male,0.84,'mɪ lɛː,10,2.0
Alayna,31.0,female,1.0,,,
Rishabh,31.0,male,1.0,,,
Deyanira,31.0,female,1.0,,,
Jolie,31.0,female,1.0,,,
Sakura,31.0,female,1.0,sæ 'kʊ rə,010,3.0
Shaimaa,31.0,female,1.0,,,
Dorit,31.0,female,1.0,,,
Rea,31.0,female,0.94,'riː,1,1.0
Pierce,31.0,male,0.97,'pɪrs,1,1.0
Manoli,31.0,female,0.97,,,
Trung,31.0,male,0.97,,,
Riki,31.0,male,0.58,,,
Shu,31.0,female,0.77,'ʃuː,1,1.0
Darcey,31.0,male,0.55,'dɑr siː,10,2.0
Karlee,31.0,female,1.0,,,
Tuğrul,31.0,male,1.0,,,
Dalal,31.0,female,1.0,'deɪ ləl,10,2.0
Dayane,31.0,female,1.0,,,
Helén,31.0,female,1.0,,,
Jorgelina,31.0,female,1.0,,,
Hermann,31.0,male,0.97,'hɛː mən,10,2.0
Marcial,31.0,male,1.0,mɑr siː 'ɑl,001,3.0
Gayan,31.0,male,1.0,'ɡeɪ ʌ,10,2.0
Pelle,31.0,male,1.0,'pɛl,1,1.0
Viva,31.0,female,0.84,'viː və,10,2.0
Ubaldo,31.0,male,0.97,,,
Cheung,31.0,male,0.61,,,
Nikolaj,31.0,male,1.0,,,
Marthe,31.0,female,1.0,'mɑrð,1,1.0
Yaritza,31.0,female,1.0,,,
Maddi,31.0,female,1.0,,,
Nilam,31.0,female,1.0,,,
Sarah-Jane,31.0,female,1.0,,,
Duke,31.0,male,1.0,'duːk,1,1.0
Sakshi,31.0,female,1.0,,,
Abid,31.0,male,1.0,'eɪ bɪd,10,2.0
Aslan,31.0,male,0.94,æ 'slæ,01,2.0
Ingunn,31.0,female,1.0,,,
Róisín,31.0,female,1.0,,,
Shashi,31.0,male,0.71,,,
Yosra,30.0,female,1.0,,,
Prabhu,30.0,male,1.0,,,
Yaser,30.0,male,1.0,,,
Aashish,30.0,male,1.0,,,
Erling,30.0,male,1.0,'ɛː lɪŋ,10,2.0
Shabbir,30.0,male,1.0,,,
Iona,30.0,female,1.0,aɪ 'oʊ nʌ,010,3.0
Cemile,30.0,female,1.0,,,
Torie,30.0,female,0.97,'tɔː riː,10,2.0
Sotiris,30.0,male,1.0,,,
Mário,30.0,male,1.0,,,
Berke,30.0,male,0.93,'bɛːk,1,1.0
Krystyna,30.0,female,1.0,,,
Fawn,30.0,female,0.97,'fɔːn,1,1.0
Alexandru,30.0,male,1.0,,,
Ashkan,30.0,male,1.0,,,
Mars,30.0,female,0.53,'mɑrz,1,1.0
Reno,30.0,male,0.63,'riː noʊ,10,2.0
Heru,30.0,male,1.0,,,
Wojciech,30.0,male,1.0,'wɔɪ ʧɛk,10,2.0
Catharine,30.0,female,1.0,'kæ θrɪn,10,2.0
Lizzette,30.0,female,1.0,,,
Ainsley,30.0,male,0.6,'eɪn sliː,10,2.0
Charis,30.0,female,0.8,kʌ 'ɹɪ,01,2.0
Devlin,30.0,male,0.97,'dɛv lɪn,10,2.0
Edmar,30.0,male,0.73,'ɛd mɑr,10,2.0
Sakis,30.0,male,1.0,,,
Yamileth,30.0,female,1.0,,,
Ozlem,30.0,female,1.0,,,
Hanif,30.0,male,1.0,,,
Novita,30.0,female,1.0,,,
Faizal,30.0,male,1.0,,,
Leisha,30.0,female,1.0,,,
Lory,30.0,female,0.83,'lɔː riː,10,2.0
Parisa,30.0,female,1.0,,,
Jaci,30.0,female,0.93,,,
Armağan,30.0,female,0.5,,,
Megumi,30.0,female,1.0,,,
Mendy,30.0,male,0.57,,,
Uday,30.0,male,1.0,'uː deɪ,10,2.0
Quintin,30.0,male,1.0,'kwɪn tɪn,10,2.0
Shanon,30.0,female,0.87,,,
Dayton,30.0,male,0.97,'deɪ tən,10,2.0
MengMeng,30.0,female,0.97,,,
Pierre-Luc,30.0,male,1.0,,,
Valéria,30.0,female,1.0,,,
Necmettin,30.0,male,1.0,,,
Ashlea,30.0,female,1.0,,,
Carlene,30.0,female,0.97,'kɑr `liːn,11,2.0
Mengmeng,30.0,female,0.97,,,
Pirjo,30.0,female,1.0,,,
Tayler,30.0,male,0.6,'teɪ lɛː,10,2.0
Vikash,30.0,male,1.0,,,
Chaitanya,30.0,male,0.9,,,
Ronen,30.0,male,1.0,'roʊ nən,10,2.0
Bünyamin,30.0,male,1.0,,,
Mindi,30.0,female,1.0,,,
Yvon,30.0,male,0.9,,,
Ezekiel,30.0,male,1.0,'ɛ zɪ `kiːl,101,3.0
Roo,30.0,female,0.57,'ɹʉː,1,1.0
Aksel,30.0,male,1.0,,,
Dorothea,30.0,female,1.0,`dɔː rə 'θiː ə,1010,4.0
Marcelino,30.0,male,1.0,mɑr ʧɛ 'liː noʊ,0010,4.0
Marijo,30.0,female,0.73,,,
Germaine,30.0,female,0.93,ʒɛː 'meɪn,01,2.0
Muhamed,30.0,male,0.97,mʊ 'hɑ mɛd,010,3.0
Edmundo,30.0,male,1.0,`ɛd 'mən doʊ,110,3.0
Palak,30.0,female,0.97,,,
Eloísa,30.0,female,1.0,,,
Torbjørn,30.0,male,1.0,,,
Othmane,30.0,male,1.0,,,
Fadime,30.0,female,1.0,,,
Vesa,30.0,male,0.93,,,
Samuli,30.0,male,1.0,,,
Florine,30.0,female,1.0,flɔː 'riː niː,010,3.0
Risto,30.0,male,1.0,,,
Necmi,30.0,male,1.0,,,
Slobodan,30.0,male,1.0,'sloʊ boʊ `dɑn,101,3.0
Minja,30.0,female,0.93,,,
Cosimo,30.0,male,1.0,kʌ 'sɪ məʊ,010,3.0
Misti,30.0,female,1.0,,,
Gayathri,30.0,female,0.97,,,
Stanislaw,30.0,male,1.0,'stæ nɪ `slɔː,101,3.0
Taufik,30.0,male,1.0,,,
Miray,30.0,female,0.97,,,
Urs,30.0,male,1.0,,,
Anda,30.0,female,0.8,æn 'deɪ,01,2.0
Sevilay,30.0,female,1.0,,,
Türkan,30.0,female,1.0,,,
Dov,30.0,male,1.0,'dɑv,1,1.0
Pang,30.0,female,0.7,'pæŋ,1,1.0
Dudu,30.0,female,0.5,,,
Lukman,30.0,male,0.97,'lək mən,10,2.0
Tihomir,30.0,male,1.0,,,
Jeanna,30.0,female,1.0,,,
Kandice,30.0,female,1.0,,,
Ayelet,30.0,female,1.0,,,
Tonje,30.0,female,1.0,,,
Cierra,30.0,female,1.0,,,
Cliodhna,30.0,female,1.0,,,
Gábor,30.0,male,1.0,,,
Nell,30.0,female,0.97,'nɛl,1,1.0
Dawid,30.0,male,1.0,,,
Kaj,30.0,male,1.0,,,
Sarath,30.0,male,0.97,,,
Kanwal,30.0,female,0.97,,,
Sarika,30.0,female,1.0,,,
Janita,30.0,female,1.0,,,
Yonatan,30.0,male,1.0,,,
Narelle,30.0,female,1.0,,,
Deny,30.0,male,0.67,dɪ 'naɪ,01,2.0
Ery,30.0,female,0.73,ʌ 'ɹi,01,2.0
Ander,30.0,male,0.97,'æn dɛː,10,2.0
Darian,30.0,male,0.7,'dəː ɹeɪ ʌ,100,3.0
Dinh,30.0,male,0.53,'dɪn,1,1.0
Wojtek,30.0,male,1.0,,,
Poul,30.0,male,1.0,'puːl,1,1.0
Gui,30.0,male,0.77,,,
Vir,30.0,female,0.87,'vəː,1,1.0
Tae,30.0,male,0.57,'teɪ,1,1.0
Yoel,30.0,male,0.97,,,
Serra,30.0,female,0.9,'sɛ rə,10,2.0
Maelle,30.0,female,0.97,,,
Stela,30.0,female,1.0,,,
Sarahi,30.0,female,1.0,,,
Aakash,30.0,male,1.0,,,
Zulma,30.0,female,1.0,,,
Léna,30.0,female,1.0,,,
Zelda,30.0,female,1.0,'zɛl də,10,2.0
Adriene,30.0,female,1.0,,,
Leela,30.0,female,0.97,,,
Baisakhi,30.0,female,1.0,,,
Ruan,30.0,male,0.93,,,
Bette,30.0,female,0.97,'bɛ tiː,10,2.0
Suhail,30.0,male,0.7,,,
Andry,30.0,male,0.83,'æn driː,10,2.0
Mal,30.0,male,0.67,'mæl,1,1.0
Lya,30.0,female,1.0,,,
Nurgül,30.0,female,1.0,,,
Nury,30.0,female,1.0,,,
Senad,30.0,male,1.0,,,
Lilo,30.0,female,0.83,'laɪ ləʊ,10,2.0
Xabier,30.0,male,1.0,,,
Todor,30.0,male,1.0,,,
Narayan,30.0,male,1.0,nɑ 'rɑ jɑn,010,3.0
Katelynn,30.0,female,1.0,,,
Edita,30.0,female,1.0,'ɛ dɪ tʌ,100,3.0
Abubakar,30.0,male,1.0,,,
Silva,30.0,female,0.83,'sɪl və,10,2.0
Zheng,30.0,male,0.87,'zɛŋ,1,1.0
Ren,30.0,female,0.7,'rɛn,1,1.0
Ayanna,30.0,female,0.97,,,
Mitul,30.0,male,1.0,,,
Ankush,30.0,male,1.0,,,
Vaishali,30.0,female,1.0,,,
Carman,30.0,female,0.9,'kɑr mən,10,2.0
Jarek,30.0,male,1.0,,,
Dusko,30.0,male,1.0,,,
Saso,30.0,female,0.93,,,
Ján,29.0,male,1.0,,,
Ambre,29.0,female,1.0,'æm bʌ,10,2.0
Madhavi,29.0,female,1.0,,,
Aiman,29.0,female,0.55,,,
Henric,29.0,male,1.0,,,
Shiela,29.0,female,1.0,'ʃaɪ lə,10,2.0
Sen,29.0,male,0.9,'sɛn,1,1.0
Nadav,29.0,male,1.0,,,
Viveca,29.0,female,1.0,,,
Süreyya,29.0,male,0.72,,,
Jethro,29.0,male,0.97,'ʤɛ θroʊ,10,2.0
Huong,29.0,female,0.93,,,
Reto,29.0,male,1.0,'riː 'tuː,11,2.0
Areli,29.0,female,0.97,'æ ɹɪ `li,101,3.0
Catrina,29.0,female,1.0,,,
Blessing,29.0,female,0.9,'blɛ sɪŋ,10,2.0
Stephenie,29.0,female,1.0,,,
Bessie,29.0,female,1.0,'bɛ siː,10,2.0
Ryszard,29.0,male,1.0,,,
Kalpana,29.0,female,1.0,,,
Ramses,29.0,male,1.0,'ræm `siːz,11,2.0
Yoshi,29.0,male,0.9,'joʊ ʃiː,10,2.0
Davey,29.0,male,0.97,'deɪ viː,10,2.0
Steen,29.0,male,0.97,'stiːn,1,1.0
Nael,29.0,male,1.0,,,
Jeferson,29.0,male,0.97,,,
Siddarth,29.0,male,1.0,,,
Eija,29.0,female,0.97,,,
Ivano,29.0,male,1.0,,,
Arti,29.0,female,0.9,,,
Srdjan,29.0,male,1.0,,,
Isha,29.0,female,1.0,,,
Christiaan,29.0,male,1.0,'krɪ stiː `ɑn,101,3.0
Cherrie,29.0,female,1.0,'tʃɛ ɹi,10,2.0
Ralitsa,29.0,female,1.0,,,
Snow,29.0,female,0.79,'snoʊ,1,1.0
Davorin,29.0,male,1.0,,,
Samera,29.0,female,1.0,,,
Itamar,29.0,male,0.97,'iː tʌ `mɑr,101,3.0
Hayrettin,29.0,male,1.0,,,
Fadwa,29.0,female,0.97,,,
Jolanta,29.0,female,1.0,,,
Hein,29.0,male,1.0,'haɪn,1,1.0
Hakkı,29.0,male,1.0,,,
Xander,29.0,male,0.97,,,
Kwame,29.0,male,0.97,,,
Amara,29.0,female,0.79,ɑ 'mɑ rə,010,3.0
Costas,29.0,male,1.0,'kɔː stəz,10,2.0
Waylon,29.0,male,1.0,'weɪ `lɑn,11,2.0
Furqan,29.0,male,1.0,,,
Vlado,29.0,male,1.0,,,
Sohaib,29.0,male,1.0,,,
Seok-Hwan,29.0,male,1.0,,,
Jeana,29.0,female,1.0,'ʤiː nʌ,10,2.0
Mursel,29.0,male,1.0,,,
Rayna,29.0,female,1.0,,,
Leilani,29.0,female,1.0,lə 'lɑ niː,010,3.0
Ivelisse,29.0,female,1.0,,,
Omri,29.0,male,1.0,,,
Giusi,29.0,female,1.0,,,
LaVerne,29.0,female,0.93,lə 'vɛːn,01,2.0
Toya,29.0,female,1.0,'tɔɪ ə,10,2.0
Alin,29.0,male,0.69,,,
Aleksi,29.0,male,0.97,,,
Gladis,29.0,female,1.0,'glæ dɪs,10,2.0
Ettore,29.0,male,1.0,'ɛ tʌ,10,2.0
Kala,29.0,female,0.97,,,
Francia,29.0,female,1.0,'frɑn ʧə,10,2.0
Kimiko,29.0,female,1.0,,,
Ramya,29.0,female,0.93,,,
Deby,29.0,female,1.0,,,
Rosalia,29.0,female,1.0,roʊ zʌ 'liː ə,0010,4.0
Shobha,29.0,female,1.0,,,
Kait,29.0,female,1.0,,,
Jostein,29.0,male,1.0,,,
Kiersten,29.0,female,1.0,,,
Israa,29.0,female,1.0,,,
Altan,29.0,male,1.0,,,
Maranda,29.0,female,1.0,mɛː 'æn də,010,3.0
Dheeraj,29.0,male,1.0,,,
Americo,29.0,male,1.0,ə 'mɛː ə koʊ,0100,4.0
Troels,29.0,male,1.0,,,
Daphna,29.0,female,1.0,,,
Dunja,29.0,female,1.0,'duː njə,10,2.0
Ethem,29.0,male,1.0,,,
